"","CAT.Open","CAT.High","CAT.Low","CAT.Close","CAT.Volume","CAT.Adjusted"
"2008-06-18",80.34,80.75,79.47,79.7,5739200,68.14
"2008-06-19",79.57,80.34,78.73,79.48,6049100,67.96
"2008-06-20",79,79.64,78.52,79.08,9064400,67.61
"2008-06-23",79.42,80.24,79.11,80,6140900,68.4
"2008-06-24",79.54,79.68,76.58,76.64,13075000,65.53
"2008-06-25",77.08,77.42,76,76.58,8075200,65.48
"2008-06-26",75.17,75.82,73.89,74.28,14485800,63.51
"2008-06-27",74.18,74.85,72.69,73.75,11011800,63.06
"2008-06-30",73.76,74.26,72.56,73.82,6650600,63.12
"2008-07-01",72.98,74.21,72.09,74.09,9203000,63.35
"2008-07-02",74.01,74.19,70.34,70.42,11513100,60.21
"2008-07-03",70.03,70.75,68.93,70.31,7280100,60.12
"2008-07-07",70.72,71.75,70,70.81,11684900,60.54
"2008-07-08",71.02,71.44,68.76,69.51,10497600,59.43
"2008-07-09",70.32,70.78,68.33,68.43,7059100,58.51
"2008-07-10",68.52,68.99,66.68,68.42,9874200,58.5
"2008-07-11",67.51,70.61,67,69.81,11521800,59.69
"2008-07-14",70.79,70.79,68.95,69.67,6405900,59.57
"2008-07-15",68.97,69.25,65.85,67.04,11041700,57.32
"2008-07-16",67.11,70.74,66.53,70.53,10684300,60.3
"2008-07-17",69.95,72.15,69.95,71.83,9091200,61.78
"2008-07-18",72.07,72.13,70.37,70.89,7693400,60.98
"2008-07-21",71.38,73.64,70.55,73.23,10184800,62.99
"2008-07-22",75.13,75.87,73.75,74.98,12434000,64.49
"2008-07-23",73.95,74.25,71.67,72.42,9295800,62.29
"2008-07-24",72.64,72.72,69.59,69.78,8108600,60.02
"2008-07-25",69.96,71.08,69.8,70.48,4727300,60.62
"2008-07-28",70.38,70.77,69.11,69.19,5740500,59.51
"2008-07-29",69.6,71.3,69.42,70.99,5234700,61.06
"2008-07-30",71.52,72.27,70.62,72.07,4820500,61.99
"2008-07-31",71.63,71.63,69.37,69.52,7185500,59.8
"2008-08-01",69.67,70,67.88,68.14,6723700,58.61
"2008-08-04",68.2,68.74,67.19,67.43,7415700,58
"2008-08-05",67.86,68.38,67.34,68.18,6008700,58.64
"2008-08-06",67.78,71.56,67.36,70.51,7390800,60.65
"2008-08-07",70.07,70.61,68.7,68.93,7077800,59.29
"2008-08-08",69.12,71.94,68.39,70.9,6544300,60.98
"2008-08-11",70.63,71.37,70.05,70.8,3746900,60.9
"2008-08-12",70.79,72.08,70.44,71.81,5705300,61.77
"2008-08-13",69.56,70.05,67.72,69.83,9399200,60.06
"2008-08-14",68.93,71.36,68.26,70.29,5671200,60.46
"2008-08-15",70.61,71.36,69.8,70.35,5060800,60.51
"2008-08-18",70.44,71.05,68.69,69.22,5527400,59.54
"2008-08-19",68.95,69.31,68.25,68.69,4299800,59.08
"2008-08-20",68.89,69.32,67.9,68.8,6401900,59.18
"2008-08-21",68.16,69.25,67.61,68.7,5100700,59.09
"2008-08-22",69.22,70.61,69.09,70.27,4257500,60.44
"2008-08-25",70.01,70.15,68.14,68.56,4549800,58.97
"2008-08-26",68.65,69.04,67.93,68.68,3391400,59.07
"2008-08-27",68.64,69.86,68.62,69.56,3145100,59.83
"2008-08-28",70.25,71.81,70.14,71.68,5520700,61.65
"2008-08-29",71.34,71.97,70.46,70.73,4905300,60.84
"2008-09-02",71.5,72,68.65,69.08,6906600,59.42
"2008-09-03",68.96,69.11,67.19,67.73,8432000,58.26
"2008-09-04",66,66,63,63.94,13684600,55
"2008-09-05",63.79,64.44,62.92,64.07,9263500,55.11
"2008-09-08",66.19,67.07,63.28,64.58,7218000,55.55
"2008-09-09",64.89,65,61.38,61.38,10056300,52.8
"2008-09-10",61.95,63.99,61.71,62.82,7916800,54.03
"2008-09-11",62.41,64.81,61.21,64.81,9008200,55.75
"2008-09-12",63.98,65.68,63.16,65.46,6967900,56.3
"2008-09-15",63.3,64.85,63.02,63.21,7801200,54.37
"2008-09-16",61.87,65.32,61.85,64.73,10035200,55.68
"2008-09-17",63.48,65.45,62.8,63.15,9294000,54.32
"2008-09-18",63.87,65.5,60.04,65.32,12983300,56.18
"2008-09-19",70.89,74.5,65.96,66.49,15758600,57.19
"2008-09-22",66.41,66.84,64.6,64.6,5921200,55.56
"2008-09-23",64.66,65.73,63.01,63.54,6573900,54.65
"2008-09-24",63.9,64.33,61.24,61.74,6657400,53.1
"2008-09-25",62.38,63.22,60.75,61.96,7755400,53.29
"2008-09-26",60.93,64.2,60.67,64.13,8264000,55.16
"2008-09-29",62.55,63.38,58.11,59.89,12504600,51.51
"2008-09-30",61.35,61.46,58.2,59.6,10165500,51.26
"2008-10-01",58.71,59.03,54.89,56.95,15614000,48.98
"2008-10-02",56.01,56.25,51.91,52.22,15011700,44.92
"2008-10-03",53.7,55.65,50.98,51.21,11596500,44.05
"2008-10-06",50.18,50.78,45.77,49.2,17852500,42.32
"2008-10-07",50.69,52.76,47.08,47.33,13518900,40.71
"2008-10-08",46.38,50.21,45.82,47.65,15858800,40.99
"2008-10-09",48.59,49.26,44.26,44.8,11223300,38.53
"2008-10-10",42.02,45.81,37.07,43.13,19740000,37.1
"2008-10-13",45,49.5,44.86,49.48,10573100,42.56
"2008-10-14",51.79,53,46.61,47.49,12060500,40.85
"2008-10-15",45.79,46.3,41.98,42.06,12907900,36.18
"2008-10-16",42.2,43.06,39.58,42.37,16082300,36.81
"2008-10-17",41.39,42.91,39.01,39.32,18277600,34.16
"2008-10-20",39.87,41.6,39,40.9,13386100,35.53
"2008-10-21",40.4,41.35,38.52,38.83,14320400,33.74
"2008-10-22",38.08,38.34,35.68,36.52,13842100,31.73
"2008-10-23",36.78,36.92,33.86,35.36,17648000,30.72
"2008-10-24",32.02,34.49,31.95,33.3,13391800,28.93
"2008-10-27",32.81,34.9,32.35,32.78,12798100,28.48
"2008-10-28",34.14,35.36,32,34.95,12818200,30.37
"2008-10-29",35.53,38.44,34.5,36.14,16072900,31.4
"2008-10-30",37.33,37.94,36.25,37.37,8689300,32.47
"2008-10-31",37.21,39.19,36.1,38.2,9869200,33.19
"2008-11-03",38.82,39.41,38,39.01,7617800,33.89
"2008-11-04",40.39,42.43,39.83,42.25,11411400,36.71
"2008-11-05",42.64,43.58,40.1,40.4,14047600,35.1
"2008-11-06",39.82,40.6,37.34,37.6,13289300,32.67
"2008-11-07",38.49,39.4,37.35,38.45,9256600,33.41
"2008-11-10",40.25,40.88,36.82,37.41,13844100,32.5
"2008-11-11",36.88,38.3,36.57,36.87,12705800,32.03
"2008-11-12",36.55,36.71,35.05,35.08,10751000,30.48
"2008-11-13",35.6,39.54,34.4,39.41,17357500,34.24
"2008-11-14",38.51,39.39,36.71,36.96,11991200,32.11
"2008-11-17",36.71,37.75,35.3,35.7,9379100,31.02
"2008-11-18",35.33,36.3,34.73,36.19,12275800,31.44
"2008-11-19",36.1,36.42,33.8,33.87,10596400,29.43
"2008-11-20",33.37,35.56,32.23,32.84,19824100,28.53
"2008-11-21",33.66,34.85,32.1,34.67,16836200,30.12
"2008-11-24",36.49,36.94,34.6,36.34,16864600,31.57
"2008-11-25",36.87,37.62,35.66,37.27,12915500,32.38
"2008-11-26",36,39.35,35.7,39.33,11110900,34.17
"2008-11-28",39.2,41.18,39.2,40.99,5429800,35.61
"2008-12-01",38.92,38.92,36.37,36.58,13152700,31.78
"2008-12-02",37.3,38.24,36.53,38,10440200,33.01
"2008-12-03",37.39,40.06,36.93,39.65,14289200,34.45
"2008-12-04",39.1,39.39,36.91,37.52,11379200,32.6
"2008-12-05",37.05,38.65,36.69,38.26,14260300,33.24
"2008-12-08",40.83,44.04,40.4,42.42,25502000,36.86
"2008-12-09",42.05,44.16,41.26,42.38,15381700,36.82
"2008-12-10",43.25,44.95,42.9,43.67,15423400,37.94
"2008-12-11",43.01,44.89,41.7,42.2,12132100,36.66
"2008-12-12",40.05,42.47,40,42.08,10389000,36.56
"2008-12-15",42.57,43.06,41.5,42.21,8065200,36.67
"2008-12-16",42.73,43.9,41.12,43.8,11652300,38.05
"2008-12-17",43.35,45.7,43.01,44.65,9688000,38.79
"2008-12-18",45.43,45.49,42.01,42.16,12694700,36.63
"2008-12-19",42.72,43.17,41.91,42.69,13271200,37.09
"2008-12-22",43.12,43.49,40.82,41.78,9148600,36.3
"2008-12-23",42.08,42.27,40.65,41.13,6449900,35.73
"2008-12-24",41.27,42.12,41,41.91,2110200,36.41
"2008-12-26",41.98,42.91,41.9,42.72,2855200,37.12
"2008-12-29",42.71,43.3,41.71,42.34,4973200,36.79
"2008-12-30",42.57,43.75,42.01,43.66,5060400,37.93
"2008-12-31",43.7,45.1,43.7,44.67,6277400,38.81
"2009-01-02",44.91,46.98,44.71,46.91,7117200,40.76
"2009-01-05",46.9,47.12,45.81,46.08,11098700,40.03
"2009-01-06",46.79,46.8,45.41,45.8,10863400,39.79
"2009-01-07",45.22,45.6,43.2,43.67,9026500,37.94
"2009-01-08",42.93,44.11,42.52,44.02,9355200,38.25
"2009-01-09",43.91,44.06,42.25,43.2,8872300,37.53
"2009-01-12",43,43.1,40.63,41.19,9583700,35.79
"2009-01-13",41.11,41.89,40.55,41.4,9281600,35.97
"2009-01-14",40,40.34,38.25,39.35,17261700,34.19
"2009-01-15",39.16,39.98,37.29,39.39,15448300,34.59
"2009-01-16",40.59,40.59,38.06,39.55,12890100,34.73
"2009-01-20",39.15,39.63,38,38.32,11889900,33.65
"2009-01-21",39.27,39.71,37.72,39.55,10287000,34.73
"2009-01-22",38.89,39,36.33,37.23,19268200,32.69
"2009-01-23",35.99,37.23,35.01,35.66,22677400,31.32
"2009-01-26",33.6,34.24,31.7,32.67,47390400,28.69
"2009-01-27",33.24,33.42,32.1,32.32,20354500,28.38
"2009-01-28",33.26,33.51,32.62,33,13466700,28.98
"2009-01-29",32.61,32.66,31.63,31.85,14575000,27.97
"2009-01-30",31.58,31.73,30.06,30.85,20956900,27.09
"2009-02-02",30.1,30.8,29.6,30.29,16966700,26.6
"2009-02-03",29.81,31.03,29.81,29.99,18880200,26.34
"2009-02-04",30.44,31.57,30.2,30.6,17419200,26.87
"2009-02-05",30.35,32.09,30.2,31.61,17793300,27.76
"2009-02-06",32.38,33.85,32.21,33.28,17010100,29.23
"2009-02-09",33.47,33.6,32.4,32.72,9063700,28.73
"2009-02-10",32.86,33.31,30.61,30.92,17205600,27.15
"2009-02-11",31.35,31.93,30.65,31.13,10544900,27.34
"2009-02-12",30.75,31.09,30.03,31.02,13662000,27.24
"2009-02-13",31.41,31.84,30.85,30.94,10182000,27.17
"2009-02-17",30.3,30.5,28.52,28.98,22207000,25.45
"2009-02-18",29.16,29.22,27.77,28.44,17863600,24.98
"2009-02-19",28.95,28.98,26.86,27.02,17837600,23.73
"2009-02-20",26.14,27.27,26.02,26.66,19735100,23.41
"2009-02-23",27.26,27.26,25.06,25.12,16294800,22.06
"2009-02-24",25.25,26.32,24.42,26.04,22352400,22.87
"2009-02-25",26.04,26.05,24.36,25.03,17736700,21.98
"2009-02-26",25.4,25.72,24.15,24.23,14299600,21.28
"2009-02-27",23.75,25.23,23.5,24.61,16872900,21.61
"2009-03-02",24.07,24.2,22.03,22.17,21017600,19.47
"2009-03-03",22.65,23.29,21.71,22.47,22397200,19.73
"2009-03-04",23.81,26.39,23.66,25.44,37251600,22.34
"2009-03-05",24.7,24.7,23.18,23.49,21400000,20.63
"2009-03-06",23.9,24.91,22.52,23.23,19993500,20.4
"2009-03-09",22.88,24.86,22.72,23.92,19510700,21.01
"2009-03-10",24.76,26.97,24.53,26.51,22468000,23.28
"2009-03-11",26.97,27.13,25.66,26.31,15780700,23.11
"2009-03-12",26.21,27.17,25.27,27.02,13783900,23.73
"2009-03-13",27.44,27.61,26.02,26.78,10861300,23.52
"2009-03-16",27.07,27.4,26.28,26.42,13215200,23.2
"2009-03-17",26.51,26.85,25.67,26.83,14259900,23.56
"2009-03-18",26.24,27.93,25.7,27.47,17978500,24.12
"2009-03-19",27.97,28.85,27.77,28.41,17542700,24.95
"2009-03-20",28.63,28.9,26.73,27.07,16531300,23.77
"2009-03-23",28.14,29.65,27.53,29.63,14463000,26.02
"2009-03-24",29.54,30.33,28.54,29.4,13690200,25.82
"2009-03-25",30.14,30.99,27.69,28.91,20700600,25.39
"2009-03-26",29.57,30.98,29.45,30.78,16161100,27.03
"2009-03-27",30.2,30.74,29.75,30.35,11277500,26.65
"2009-03-30",29.34,29.5,27.05,27.53,15827700,24.18
"2009-03-31",28.16,28.45,27.44,27.96,13387700,24.55
"2009-04-01",27.5,29.52,27.44,28.99,15308300,25.46
"2009-04-02",30.29,31.98,30,31.54,21643000,27.7
"2009-04-03",31.6,32.7,30.92,32.15,13674000,28.23
"2009-04-06",31.72,32,30.23,31.31,11067500,27.5
"2009-04-07",30.39,30.5,29.38,29.45,13156900,25.86
"2009-04-08",29.77,30.35,28.88,29.57,12817200,25.97
"2009-04-09",30.51,32.7,30.51,32.52,18171400,28.56
"2009-04-13",32.25,33.56,31.48,33.16,12458400,29.12
"2009-04-14",32.67,33.94,32.41,32.7,11034600,28.72
"2009-04-15",32.6,33.2,32.07,33.02,11224800,29
"2009-04-16",32.5,33.12,31.33,32.71,16226000,29.1
"2009-04-17",32.68,32.72,31.21,32.29,14723000,28.72
"2009-04-20",31.62,31.62,30.17,30.48,14373800,27.11
"2009-04-21",28.98,31.7,28.5,31.39,29526100,27.92
"2009-04-22",31.56,34.92,31.4,32.45,29665400,28.86
"2009-04-23",32.73,32.74,31.47,32.45,16288600,28.86
"2009-04-24",32.65,34.19,32.24,33.63,15805800,29.91
"2009-04-27",32.73,34.1,32.69,33.39,9647500,29.7
"2009-04-28",33,33.55,32.4,32.78,8480400,29.16
"2009-04-29",33.17,34.15,33,33.69,11981200,29.97
"2009-04-30",34.42,36.4,34.35,35.58,20103300,31.65
"2009-05-01",35.87,37.71,35.65,37.26,14113400,33.14
"2009-05-04",37.93,38.92,37.6,38.48,14399700,34.23
"2009-05-05",38.35,39.58,38.25,39.41,13609800,35.06
"2009-05-06",39.94,40.64,38.41,40,14755200,35.58
"2009-05-07",40.54,40.96,37.21,37.92,16972200,33.73
"2009-05-08",38.49,39.92,38.28,39.64,15556000,35.26
"2009-05-11",38.75,39.08,38.07,38.43,9486400,34.18
"2009-05-12",38.74,39,37.13,38.06,11919800,33.85
"2009-05-13",36.97,37.03,35.78,36.08,13415600,32.09
"2009-05-14",35.87,36.78,35.38,36.07,12056100,32.08
"2009-05-15",36.06,36.95,35.15,35.74,14010000,31.79
"2009-05-18",36.53,37.82,36.11,37.78,11012400,33.61
"2009-05-19",38.29,38.5,37.54,37.67,10539200,33.51
"2009-05-20",38.09,39.3,37.17,37.3,13806100,33.18
"2009-05-21",36.76,37.01,35.37,35.54,14108000,31.61
"2009-05-22",36.05,36.1,34.18,34.31,14292900,30.52
"2009-05-26",34.38,35.84,34.03,35,13792600,31.13
"2009-05-27",35.5,35.59,34.85,35.05,13517600,31.18
"2009-05-28",34.79,34.8,33.44,34.59,15118800,30.77
"2009-05-29",34.96,35.62,34.79,35.46,11076700,31.54
"2009-06-01",36.37,37.73,36.35,37.55,14336900,33.4
"2009-06-02",37.51,37.95,37.19,37.45,7734900,33.31
"2009-06-03",37,37.21,36.23,36.66,9236400,32.61
"2009-06-04",36.86,38.22,36.28,38.02,11317900,33.82
"2009-06-05",38.52,38.76,37.34,38.47,15819100,34.22
"2009-06-08",38.03,38.88,36.9,38.57,13725300,34.31
"2009-06-09",38.5,38.9,37.9,38.24,10475400,34.01
"2009-06-10",38.74,38.75,36.93,37.62,14923900,33.46
"2009-06-11",37.79,38.29,37.25,37.61,10273800,33.45
"2009-06-12",37.47,37.77,37.02,37.73,8567400,33.56
"2009-06-15",37.01,37.09,35.87,36.12,10456700,32.13
"2009-06-16",36.46,36.97,35.39,35.56,12501500,31.63
"2009-06-17",35.2,35.27,33.75,34.8,15381900,30.95
"2009-06-18",34.92,34.93,33.55,34.08,16245700,30.31
"2009-06-19",34.45,34.6,33.45,33.65,14484700,29.93
"2009-06-22",33.46,33.49,32.01,32.36,14197900,28.78
"2009-06-23",32.47,33.15,32.14,33,10935700,29.35
"2009-06-24",33.52,34.36,33.13,33.4,10348300,29.71
"2009-06-25",33.92,34.79,33.18,34.49,11633400,30.68
"2009-06-26",34.54,35.2,34.1,34.56,12586700,30.74
"2009-06-29",34.86,35.3,34.15,34.74,6831400,30.9
"2009-06-30",34.69,34.74,32.99,33.04,16878900,29.39
"2009-07-01",33.48,34.15,33.15,33.19,11585100,29.52
"2009-07-02",32.79,32.79,31.74,31.74,13560800,28.23
"2009-07-06",31.57,31.83,30.96,31.7,10887100,28.2
"2009-07-07",31.62,31.77,30.24,30.29,14612100,26.94
"2009-07-08",30.49,30.71,30.01,30.58,15867800,27.2
"2009-07-09",31.15,31.34,30.58,30.65,10181900,27.26
"2009-07-10",30.4,30.65,30.03,30.53,10456100,27.16
"2009-07-13",30.81,31.8,30.25,31.8,11100500,28.29
"2009-07-14",31.5,31.96,31.22,31.93,10124900,28.4
"2009-07-15",32.39,33.97,32.39,33.84,18065800,30.1
"2009-07-16",33.6,34.26,33.14,34.15,10224700,30.76
"2009-07-17",33.98,34.3,33.79,33.99,8814500,30.61
"2009-07-20",35.32,36.75,35.25,36.65,21979800,33.01
"2009-07-21",40.81,41.45,38.04,39.46,62789300,35.54
"2009-07-22",38.47,39.39,38.1,38.66,16656500,34.82
"2009-07-23",38.76,41.5,38.6,41.26,19367900,37.16
"2009-07-24",40.93,42.08,40.25,42,17007900,37.83
"2009-07-27",41.85,42.99,41.55,42.86,14323100,38.6
"2009-07-28",42.34,43.58,41.9,42.9,16693600,38.64
"2009-07-29",42.54,42.55,41.3,41.83,12387200,37.68
"2009-07-30",42.65,43.87,42.61,43.41,14918100,39.1
"2009-07-31",43.26,44.47,43,44.06,11731800,39.68
"2009-08-03",44.68,45.49,44.34,45.12,12258800,40.64
"2009-08-04",45.45,47.95,45.35,47.89,25328500,43.13
"2009-08-05",47.76,48.08,46.43,46.64,15593200,42.01
"2009-08-06",47.12,47.8,46.56,47.14,12246500,42.46
"2009-08-07",47.95,48.22,47.42,47.78,15352200,43.03
"2009-08-10",47.59,48.2,46.59,47.15,11555300,42.47
"2009-08-11",46.77,46.8,45.03,46.28,13091100,41.68
"2009-08-12",45.9,48.05,45.6,47.58,11464600,42.85
"2009-08-13",48.02,48.06,46.64,47.17,9605800,42.49
"2009-08-14",47.17,47.25,45.44,46,9107200,41.43
"2009-08-17",44.75,44.75,43.28,43.95,11384300,39.58
"2009-08-18",44.2,45.28,44.06,45.11,8892000,40.63
"2009-08-19",44,45.75,43.6,45.17,9045000,40.68
"2009-08-20",44.93,45.64,44.66,45.5,6887900,40.98
"2009-08-21",46.03,47.33,45.62,47.3,12327500,42.6
"2009-08-24",47.9,48.93,47.34,47.56,9772600,42.84
"2009-08-25",47.79,48.33,47.36,47.83,9574900,43.08
"2009-08-26",47.71,47.76,46.75,47.25,7900100,42.56
"2009-08-27",47,47.36,45.92,47.08,8307200,42.4
"2009-08-28",47.58,48,46.26,46.71,7568400,42.07
"2009-08-31",45.77,45.9,44.9,45.31,10475100,40.81
"2009-09-01",44.9,46.51,43.74,43.84,13899800,39.49
"2009-09-02",43.84,44.04,43.19,43.51,8886000,39.19
"2009-09-03",44.31,45.12,43.63,45.04,8784300,40.57
"2009-09-04",45.03,46.32,44.84,46.11,7398500,41.53
"2009-09-08",46.9,47.27,46.36,46.97,7448100,42.3
"2009-09-09",47.04,48.75,46.5,48.41,12361900,43.6
"2009-09-10",48.13,48.75,47.63,48.69,8196200,43.85
"2009-09-11",48.72,49.11,47.81,48.53,9760200,43.71
"2009-09-14",48.02,49.1,47.75,48.77,6909200,43.93
"2009-09-15",49.11,52.12,48.65,51.7,20593500,46.57
"2009-09-16",52.31,52.94,51.94,52.62,12789100,47.39
"2009-09-17",52.59,54.47,52.51,53.89,15284900,48.54
"2009-09-18",54.11,54.49,52.94,53.42,12397800,48.11
"2009-09-21",52.68,53.43,51.82,52.46,10109400,47.25
"2009-09-22",52.99,54.43,52.86,54.34,11179500,48.94
"2009-09-23",54.43,54.71,53.11,53.14,9615400,47.86
"2009-09-24",53.28,53.8,51.1,51.85,11799300,46.7
"2009-09-25",52.17,52.72,51.05,51.2,10786700,46.11
"2009-09-28",51.75,52.4,51.25,52.18,6040400,47
"2009-09-29",52.23,52.89,51.49,51.6,7536500,46.48
"2009-09-30",52.2,52.47,50.37,51.33,10647200,46.23
"2009-10-01",50.82,51.09,49.3,49.45,12845600,44.54
"2009-10-02",48.68,49.45,47.5,48.83,10681200,43.98
"2009-10-05",49.2,50.8,49.05,50.75,8668000,45.71
"2009-10-06",51.4,52.39,50.69,51.7,9776300,46.57
"2009-10-07",51.25,52.08,51.25,51.9,7437300,46.75
"2009-10-08",52.53,53.26,51.76,53.09,11193400,47.82
"2009-10-09",52.51,53.7,52.31,53.64,8049900,48.31
"2009-10-12",53.99,54,52.81,53.05,6686100,47.78
"2009-10-13",52.9,53.19,52.08,52.74,6511700,47.5
"2009-10-14",53.52,54.51,53.05,54.51,9191300,49.1
"2009-10-15",54,54.79,53.51,54.77,7367400,49.33
"2009-10-16",54.11,54.75,53.62,54.57,8837900,49.15
"2009-10-19",54.89,58.2,54.86,57.85,18786400,52.1
"2009-10-20",61.17,61.28,58.37,59.61,33896900,53.69
"2009-10-21",59.05,60.12,58.23,58.4,17064300,52.6
"2009-10-22",57.8,58.9,56.3,58.74,11376500,53.29
"2009-10-23",58.61,59.59,57.43,57.6,8775700,52.25
"2009-10-26",57.99,59.08,56.83,57.07,9793200,51.77
"2009-10-27",56.9,57.6,56.39,56.69,10948800,51.43
"2009-10-28",56.22,57.06,54.42,54.43,12086300,49.38
"2009-10-29",55.3,57.34,55.02,57.25,9873200,51.94
"2009-10-30",57.09,57.9,54.64,55.06,12047400,49.95
"2009-11-02",55.7,56.72,54.26,55.49,9967300,50.34
"2009-11-03",54.98,56.73,54.64,56.46,7770500,51.22
"2009-11-04",56.93,57.83,56.1,56.22,8643700,51
"2009-11-05",56.74,58.09,56.59,57.99,6843500,52.61
"2009-11-06",57.38,58.2,56.54,57.6,6160600,52.25
"2009-11-09",58.38,60.09,58.24,60,12250500,54.43
"2009-11-10",59.83,60.33,59.07,59.96,8872900,54.4
"2009-11-11",60.76,60.82,59.47,60.06,7496100,54.49
"2009-11-12",59.83,60.12,58.18,58.57,7588100,53.13
"2009-11-13",58.85,59.25,58.2,58.78,6442100,53.33
"2009-11-16",59.5,60.9,59.25,60.4,8333600,54.8
"2009-11-17",60.05,60.17,59.05,59.88,7096000,54.32
"2009-11-18",59.96,60.14,59,59.41,6626100,53.9
"2009-11-19",58.72,58.74,57.6,58.61,8235500,53.17
"2009-11-20",58.1,58.24,57.04,57.95,8698100,52.57
"2009-11-23",58.96,59.83,57.96,58.14,9476000,52.74
