"","KMB.Open","KMB.High","KMB.Low","KMB.Close","KMB.Volume","KMB.Adjusted"
"2012-10-17",86.75,87.55,86.64,87.44,1053200,83.22
"2012-10-18",87.3,87.8,87.03,87.68,1309400,83.45
"2012-10-19",87.5,87.62,86.58,86.88,2052100,82.68
"2012-10-22",86.69,86.84,85.9,86.54,1785600,82.36
"2012-10-23",85.97,86.43,85.26,85.94,1920200,81.79
"2012-10-24",86.43,86.88,84.01,84.22,3280900,80.15
"2012-10-25",84.46,84.97,82.42,82.84,3642200,78.84
"2012-10-26",82.87,83.01,82.27,82.75,2137400,78.75
"2012-10-31",82.76,83.54,82.6,83.45,2631300,79.42
"2012-11-01",83.39,84.17,83.06,83.76,2048400,79.71
"2012-11-02",84.26,84.47,83.27,83.34,1823800,79.31
"2012-11-05",83.04,83.36,82.86,83.13,1353300,79.11
"2012-11-06",83.31,83.75,83.07,83.43,1143600,79.4
"2012-11-07",83.07,83.38,82.15,83.09,1958300,79.08
"2012-11-08",82.79,83.71,82.6,82.6,1741800,78.61
"2012-11-09",82.5,83.5,82.5,83.13,1810500,79.11
"2012-11-12",83.12,83.76,82.77,83.64,1445900,79.6
"2012-11-13",83.38,84.75,83.38,84.39,2172600,80.31
"2012-11-14",84.55,84.74,83.59,83.86,2435300,79.81
"2012-11-15",83.85,84.16,83.4,83.83,1987100,79.78
"2012-11-16",84.07,85.03,83.81,85.03,2861000,80.92
"2012-11-19",85.5,86.22,85.41,86,2360500,81.85
"2012-11-20",85.89,86.29,85.52,86.22,1897000,82.06
"2012-11-21",86.44,86.47,85.77,86.28,1104400,82.11
"2012-11-23",86.47,87.34,86.35,87.34,697100,83.12
"2012-11-26",87,87,86.22,86.38,1740000,82.21
"2012-11-27",86.57,86.83,85.52,85.58,2119000,81.45
"2012-11-28",85.7,86.31,85.46,86.03,2251300,81.87
"2012-11-29",86.02,86.24,85.45,85.67,2232100,81.53
"2012-11-30",85.73,86.02,85.46,85.72,3019500,81.58
"2012-12-03",85.83,86.1,85.31,85.69,1878200,81.55
"2012-12-04",85.52,86,85.15,85.81,2656800,81.67
"2012-12-05",85.2,85.5,84.69,84.84,1778900,81.44
"2012-12-06",84.89,85.18,84.57,84.99,1417700,81.59
"2012-12-07",85.05,85.93,85.04,85.91,1358600,82.47
"2012-12-10",85.74,85.9,85.39,85.71,1419500,82.28
"2012-12-11",85.9,86.1,85.56,85.78,1549000,82.35
"2012-12-12",86,86.06,85.32,85.5,1827200,82.08
"2012-12-13",85.5,86.21,85.44,85.78,1509500,82.35
"2012-12-14",85.58,85.99,84.89,85.05,2059900,81.65
"2012-12-17",85.18,85.6,85.02,85.52,1903700,82.1
"2012-12-18",85.52,86.43,85.18,86.16,2374200,82.71
"2012-12-19",86.16,86.27,84.94,85,1390900,81.6
"2012-12-20",85.05,85.4,84.69,84.95,1451800,81.55
"2012-12-21",84.73,85,83.9,84.05,4249400,80.69
"2012-12-24",83.67,83.99,83.61,83.79,724800,80.44
"2012-12-26",83.77,84.09,83.27,83.49,1347900,80.15
"2012-12-27",83.49,84.01,83.18,83.93,1491000,80.57
"2012-12-28",83.64,84.06,83.12,83.13,1204300,79.8
"2012-12-31",82.79,84.45,82.71,84.43,1700500,81.05
"2013-01-02",85.37,86.4,85,86.38,2590000,82.92
"2013-01-03",86.5,86.5,85.7,86.01,1798000,82.57
"2013-01-04",86.18,86.38,85.59,86.36,1703200,82.9
"2013-01-07",85.92,85.94,84.38,84.46,2676600,81.08
"2013-01-08",84.28,84.58,83.92,84.03,2408500,80.67
"2013-01-09",84.31,84.86,84.03,84.61,1844500,81.22
"2013-01-10",84.79,85.08,84.45,84.93,1914600,81.53
"2013-01-11",85.1,85.28,84.71,85.1,1258900,81.69
"2013-01-14",85.24,85.84,85.05,85.65,1292500,82.22
"2013-01-15",85.66,86,85.31,85.7,1496300,82.27
"2013-01-16",85.68,85.68,85.19,85.49,1240300,82.07
"2013-01-17",85.73,86.67,85.59,86.33,1200600,82.87
"2013-01-18",86.48,86.85,86,86.82,1584300,83.35
"2013-01-22",86.84,87.3,86.55,87.2,1386800,83.71
"2013-01-23",86.86,87.62,86.86,87,1660000,83.52
"2013-01-24",87,87.24,86.14,86.58,2436700,83.11
"2013-01-25",87.61,87.69,86.03,86.26,3212300,82.81
"2013-01-28",86.46,86.99,86.26,86.8,2061200,83.33
"2013-01-29",86.59,88.45,86.59,88.14,2978500,84.61
"2013-01-30",88.1,88.89,87.91,88.15,1921900,84.62
"2013-01-31",88.2,89.6,87.52,89.51,4262100,85.93
"2013-02-01",89.88,90.19,89.68,90.01,3088600,86.41
"2013-02-04",89.42,89.9,89.22,89.3,1583200,85.73
"2013-02-05",89.71,90.8,89.69,90.24,2199600,86.63
"2013-02-06",89.86,90.93,89.36,90.9,1949800,87.26
"2013-02-07",90.78,91.16,90.44,90.98,1850000,87.34
"2013-02-08",90.98,91.57,90.63,90.9,1652300,87.26
"2013-02-11",90.24,90.92,90.21,90.4,1838000,86.78
"2013-02-12",90.54,90.58,89.75,89.9,1961300,86.3
"2013-02-13",89.85,90.08,89.38,89.89,1889900,86.29
"2013-02-14",89.87,90.54,89.79,90.19,1813900,86.58
"2013-02-15",90.43,91.27,90.26,91.2,2202100,87.55
"2013-02-19",91.33,92.22,91.31,92.21,2391600,88.52
"2013-02-20",92.21,92.67,91.73,91.74,2464700,88.07
"2013-02-21",91.51,92.27,91.13,91.86,1779500,88.18
"2013-02-22",91.88,94.51,91.88,94.5,4713600,90.72
"2013-02-25",94.61,95.9,94.24,94.24,4724100,90.47
"2013-02-26",94.36,95.04,93.82,94.22,3877100,90.45
"2013-02-27",94,95.47,93.74,95.19,1838600,91.38
"2013-02-28",95.18,95.91,94.28,94.28,2814200,90.51
"2013-03-01",94.22,94.56,93.75,94.3,2323200,90.53
"2013-03-04",94.3,95.05,94.17,95.04,1566900,91.24
"2013-03-05",95.36,96.5,95.36,95.87,1919300,92.03
"2013-03-06",95.25,95.45,94.4,94.64,1661200,91.63
"2013-03-07",94.8,95.22,93.97,93.97,2030800,90.98
"2013-03-08",94.32,94.38,93.62,94.19,2315500,91.19
"2013-03-11",94.23,94.68,93.79,93.88,2221200,90.89
"2013-03-12",93.68,94.42,93.62,94.08,1919600,91.08
"2013-03-13",94,94.24,93.3,93.4,2112900,90.43
"2013-03-14",93.64,94.07,93.6,93.78,1873100,90.79
"2013-03-15",93.52,93.98,92.66,93.26,3310200,90.29
"2013-03-18",92.2,93.21,91.91,92.9,2171700,89.94
"2013-03-19",92.9,94,92.89,93.9,1862500,90.91
"2013-03-20",94.04,95.75,94.03,95.54,2748200,92.5
"2013-03-21",95.31,95.35,94.31,94.93,2710800,91.91
"2013-03-22",95,95.9,94.96,95.66,1702200,92.61
"2013-03-25",95.9,95.95,94.44,94.54,2853000,91.53
"2013-03-26",94.99,97.38,94.99,97.32,3397400,94.22
"2013-03-27",96.75,97.16,96.37,96.91,1949700,93.82
"2013-03-28",96.67,97.99,96.47,97.98,2360800,94.86
"2013-04-01",97.57,98.11,97.3,97.93,1558200,94.81
"2013-04-02",98.29,99.89,97.81,99.79,2590500,96.61
"2013-04-03",99.88,100,97.55,97.89,2766300,94.77
"2013-04-04",98.15,98.61,97.85,98.47,1818100,95.33
"2013-04-05",97.61,99.71,97.35,99.31,2858800,96.15
"2013-04-08",99.12,99.45,98.23,99.45,1423700,96.28
"2013-04-09",99.4,99.56,98.75,99.31,1551200,96.15
"2013-04-10",99.62,100.45,99.44,100.3,1726400,97.11
"2013-04-11",100.36,101.21,100.07,101.12,2230100,97.9
"2013-04-12",100.87,101.68,100.64,101.23,1384100,98.01
"2013-04-15",100.9,101.84,100.19,100.21,1778000,97.02
"2013-04-16",100.81,102.03,100.44,101.58,1739100,98.35
"2013-04-17",101.28,101.68,100.33,100.66,1850300,97.45
"2013-04-18",100.64,102.48,100.64,101.36,2618200,98.13
"2013-04-19",105,106.54,103.88,106.1,4551100,102.72
"2013-04-22",105.23,105.72,104.61,105.59,3502300,102.23
"2013-04-23",105.8,106.24,104.26,105.49,4466100,102.13
"2013-04-24",105.16,105.4,103.31,103.4,3413500,100.11
"2013-04-25",104.13,104.13,103.32,103.46,2058400,100.17
"2013-04-26",103.55,104.09,102.98,103.12,2318000,99.84
"2013-04-29",103.07,103.61,102.8,103.31,2240400,100.02
"2013-04-30",102.99,103.32,102.54,103.19,1750200,99.9
"2013-05-01",103.25,104.55,102.96,103.29,2609700,100
"2013-05-02",103.46,105,103.27,104.55,2375300,101.22
"2013-05-03",105.05,105.68,104.09,105.38,2423000,102.02
"2013-05-06",105.11,105.38,103.93,104.47,1774900,101.14
"2013-05-07",104.6,104.92,104.16,104.51,1632600,101.18
"2013-05-08",104.43,104.62,103.73,104.27,1581800,100.95
"2013-05-09",104.23,104.41,102.64,102.97,2527600,99.69
"2013-05-10",102.94,103.45,102.54,103.43,1950400,100.14
"2013-05-13",103.46,104,102.97,103.71,1281500,100.41
"2013-05-14",103.94,105.07,103.87,105.06,1439100,101.71
"2013-05-15",104.64,104.76,104.15,104.62,2537300,101.29
"2013-05-16",104.28,104.35,103.51,103.75,2212700,100.45
"2013-05-17",103.85,104.39,103.28,104.35,2576400,101.03
"2013-05-20",104.13,104.17,102.65,102.87,1749100,99.59
"2013-05-21",103.01,103.01,101.49,101.91,2979000,98.67
"2013-05-22",101.75,103.03,101.58,102.15,2398600,98.9
"2013-05-23",101.31,103.25,101.09,102.54,6763000,99.27
"2013-05-24",102.51,103.53,102.02,103.51,6421800,100.21
"2013-05-28",104.26,104.62,103.86,104.53,6975900,101.2
"2013-05-29",103.82,103.88,99.43,99.49,4739100,96.32
"2013-05-30",99.76,100.96,99.63,100.31,2080200,97.12
"2013-05-31",100,100.16,96.82,96.83,4043200,93.75
"2013-06-03",97,97.12,95.51,96.7,4349900,93.62
"2013-06-04",96.61,98.09,96.49,97.58,2996400,94.47
"2013-06-05",96.68,96.68,95.68,95.71,1933000,93.44
"2013-06-06",95.41,96.35,94.57,96.35,3159800,94.06
"2013-06-07",97.18,98,96.56,97.12,2011500,94.81
"2013-06-10",97.09,97.61,96.18,97.57,2071200,95.25
"2013-06-11",96.98,98.51,96.56,97.95,1925000,95.62
"2013-06-12",98.77,98.95,96.79,96.81,2280800,94.51
"2013-06-13",96.93,98.05,96.57,97.57,2494200,95.25
"2013-06-14",97.57,98.75,97.47,97.86,2252500,95.54
"2013-06-17",98.31,99.59,98.3,99.54,1937300,97.18
"2013-06-18",99.68,99.68,98.87,99.44,1659300,97.08
"2013-06-19",98.99,99.4,96.46,96.5,2330800,94.21
"2013-06-20",95.88,95.88,93.81,94.66,5431000,92.41
"2013-06-21",95.73,96.42,94.83,95.78,3771400,93.51
"2013-06-24",94.64,96.05,93.76,95.09,2368200,92.83
"2013-06-25",95.7,96.06,94.41,95.6,1906100,93.33
"2013-06-26",96.41,97.3,96.27,96.99,2136900,94.69
"2013-06-27",97.48,98.19,97.15,97.32,1685800,95.01
"2013-06-28",97,97.54,96.43,97.14,2486300,94.83
"2013-07-01",96.88,98.05,96.88,97.17,1482000,94.86
"2013-07-02",97.38,97.91,96.64,97.04,1253100,94.74
"2013-07-03",96.84,97.41,96.03,97.03,940400,94.73
"2013-07-05",97.43,97.58,96.09,97.39,929300,95.08
"2013-07-08",97.93,98.59,97.54,98.07,1545000,95.74
"2013-07-09",98.69,99.08,98.32,98.53,1137600,96.19
"2013-07-10",98.72,98.97,98,98.59,1848800,96.25
"2013-07-11",99.48,99.85,98.92,99.65,1732700,97.28
"2013-07-12",99.42,99.93,99.25,99.88,1148800,97.51
"2013-07-15",99.89,100.21,99.07,100.12,1385800,97.74
"2013-07-16",99.89,100.27,99.52,100.19,2159300,97.81
"2013-07-17",100.67,100.81,99.52,99.64,1403700,97.27
"2013-07-18",99.75,100.02,98.79,98.91,2242500,96.56
"2013-07-19",98.94,99.49,98.16,99.49,2921600,97.13
"2013-07-22",97.46,98.91,96.14,97.68,3239300,95.36
"2013-07-23",97.68,98.36,96.58,98.2,2351900,95.87
"2013-07-24",98.18,98.3,97.67,97.85,1606600,95.53
"2013-07-25",97.82,98.79,97.63,98.47,1196700,96.13
"2013-07-26",98.34,98.59,97.44,98.39,1328900,96.05
"2013-07-29",98.19,98.69,97.91,98.14,935100,95.81
"2013-07-30",98.54,98.98,97.7,97.96,1106700,95.63
"2013-07-31",97.91,99.27,97.91,98.8,1939500,96.45
"2013-08-01",99.44,99.99,98.25,98.79,1819800,96.44
"2013-08-02",98.67,99.64,98.16,99.61,1809200,97.25
"2013-08-05",99.27,99.69,99.02,99.32,1229700,96.96
"2013-08-06",99.26,99.92,99.13,99.74,1202900,97.37
"2013-08-07",99.33,99.55,98.62,98.96,1147100,96.61
"2013-08-08",99.14,99.16,97.83,98.57,1363500,96.23
"2013-08-09",98.42,98.92,98.01,98.53,1194700,96.19
"2013-08-12",98.09,98.41,97.45,98.3,1035300,95.97
"2013-08-13",98.39,98.97,97.8,98.14,1082100,95.81
"2013-08-14",97.94,98.24,96.6,96.78,1751800,94.48
"2013-08-15",96.51,96.7,95.74,95.8,1523000,93.53
"2013-08-16",95.56,95.61,94.88,94.94,2132900,92.69
"2013-08-19",94.9,94.93,94.21,94.6,1477300,92.35
"2013-08-20",94.6,95.66,94.4,94.99,1227300,92.74
"2013-08-21",94.85,94.93,94.01,94.08,1220200,91.85
"2013-08-22",94.12,96.31,93.6,95.61,2072100,93.34
"2013-08-23",95.99,96.24,95.51,95.89,1073600,93.61
"2013-08-26",95.93,96.08,94.51,94.53,1018000,92.29
"2013-08-27",93.67,94.05,92.72,93.53,1858600,91.31
"2013-08-28",93.32,93.35,92.5,92.53,1399300,90.33
"2013-08-29",92.2,93.31,92,92.95,1203200,90.74
"2013-08-30",93.21,93.59,92.77,93.48,1701400,91.26
"2013-09-03",94.16,94.22,92.45,92.64,1846500,90.44
"2013-09-04",92.45,92.71,91.44,92.49,1508500,91.09
"2013-09-05",92.39,92.45,91.6,92.27,1309700,90.87
"2013-09-06",92.52,93.59,92,93.06,1553600,91.65
"2013-09-09",93.03,93.61,92.8,93.61,1537100,92.19
"2013-09-10",94.1,94.52,93.28,93.9,1276800,92.48
"2013-09-11",93.69,94.59,93.23,94.56,1265400,93.13
"2013-09-12",94.57,95.45,94.39,94.85,1355500,93.42
"2013-09-13",95.16,95.92,95.04,95.69,1175600,94.24
"2013-09-16",96.55,96.95,96.2,96.43,1086500,94.97
"2013-09-17",96.44,96.87,96.03,96.36,1e+06,94.9
"2013-09-18",96.4,97.73,96.05,97.71,1412700,96.23
"2013-09-19",97.91,97.98,96.68,97.2,1515600,95.73
"2013-09-20",97.09,97.2,96.19,96.2,1675600,94.74
"2013-09-23",96.16,96.28,95.26,95.79,1198500,94.34
"2013-09-24",95.75,96.01,95.3,95.37,1259200,93.93
"2013-09-25",95.67,96.1,94.6,94.69,1664800,93.26
"2013-09-26",94.91,95.53,94.75,95.46,916700,94.02
"2013-09-27",95.17,95.34,94.09,94.79,989000,93.36
"2013-09-30",94.4,94.89,93.78,94.22,1775600,92.79
"2013-10-01",93.49,94.62,93.42,94.38,1366100,92.95
"2013-10-02",94.23,94.27,93.2,94.26,1456400,92.83
"2013-10-03",94.26,94.73,93.31,94.44,1768300,93.01
"2013-10-04",94.38,94.79,94.03,94.26,1182600,92.83
"2013-10-07",93.81,94.65,93.55,93.86,984900,92.44
"2013-10-08",93.51,94.12,93.12,93.19,2014000,91.78
"2013-10-09",93.55,95,93.2,94.28,2058700,92.85
"2013-10-10",94.99,95.94,94.57,95.93,1246300,94.48
"2013-10-11",95.85,97.01,95.3,96.95,1186600,95.48
"2013-10-14",96.45,96.97,96.22,96.96,1484600,95.49
"2013-10-15",96.91,96.97,96.34,96.55,1302800,95.09
"2013-10-16",97.03,98.4,96.86,98,1532900,96.52
"2013-10-17",97.65,99.24,97.54,99.04,1453600,97.54
"2013-10-18",99.63,99.63,98.49,99.18,1794700,97.68
"2013-10-21",98.83,98.88,98,98.83,1912600,97.34
"2013-10-22",102.43,103.48,100.83,102.97,3609500,101.41
"2013-10-23",102.22,105.32,102.19,104.96,2895500,103.37
"2013-10-24",104.72,105.05,104.17,104.21,1776800,102.63
"2013-10-25",104,105.56,103.62,105.51,1455000,103.91
"2013-10-28",105.51,107.84,105.27,107.31,2419200,105.69
"2013-10-29",107.42,108.21,107.01,108.17,2199700,106.53
"2013-10-30",108.33,108.56,107.01,107.9,1688200,106.27
"2013-10-31",107.89,108.39,107.15,108,1377600,106.37
"2013-11-01",107.87,108.29,107.27,108.01,1528400,106.38
"2013-11-04",108.05,108.88,107.54,108.85,1239000,107.2
"2013-11-05",108.54,109.04,108.05,108.81,996900,107.16
"2013-11-06",108.96,109.72,108.34,109.63,1237300,107.97
"2013-11-07",109.66,109.68,107.73,107.88,1580200,106.25
"2013-11-08",107.88,108.1,106.72,108.03,1661200,106.4
"2013-11-11",108.03,108.75,107.83,107.96,913200,106.33
"2013-11-12",107.89,108.4,107.47,108.21,1218000,106.57
"2013-11-13",107.74,108.85,107.57,108.84,1172800,107.19
"2013-11-14",109.1,109.91,108.85,109.71,1285200,108.05
"2013-11-15",111.54,111.68,108.28,109.26,3320000,107.61
"2013-11-18",109,109.44,107.59,108,2535900,106.37
"2013-11-19",107.74,108.15,107.39,107.88,1971000,106.25
"2013-11-20",107.84,108.87,107.57,107.82,1259800,106.19
"2013-11-21",108.05,108.53,107.71,107.92,4700500,106.29
"2013-11-22",107.74,109.29,107.74,109,6458800,107.35
"2013-11-25",108.99,109.37,108.16,108.36,1031100,106.72
"2013-11-26",108.44,108.89,108.13,108.13,1697100,106.49
"2013-11-27",108.22,108.39,107.51,108.22,1210200,106.58
"2013-11-29",108.25,109.54,108.14,109.16,1481500,107.51
"2013-12-02",108.86,109.4,107.04,107.15,2323200,105.53
"2013-12-03",106.59,106.74,105.51,106.48,3001300,104.87
"2013-12-04",105,105.13,104.04,104.2,2694000,103.41
"2013-12-05",104.03,104.3,103.42,103.9,2074900,103.11
"2013-12-06",104.75,105.6,104.73,105.58,1850700,104.78
"2013-12-09",105.85,106.23,105.38,105.83,1289800,105.03
"2013-12-10",105.42,105.5,104.58,104.91,1620500,104.12
"2013-12-11",105.16,106.17,104.97,105.38,1650300,104.58
"2013-12-12",105.12,105.26,103.74,103.83,1550300,103.04
"2013-12-13",104.02,104.34,103.36,103.92,989300,103.13
"2013-12-16",104.39,104.89,103.85,104.03,1443300,103.24
"2013-12-17",103.78,103.99,102.53,102.75,1769900,101.97
"2013-12-18",103.25,105.18,102.71,105.14,1779300,104.34
"2013-12-19",104.33,105.08,104.04,104.38,1552600,103.59
"2013-12-20",104.67,105.61,104.17,105.18,2019700,104.38
"2013-12-23",105.29,105.39,104.43,104.54,1078500,103.75
"2013-12-24",104.7,105.18,104.45,104.79,386800,104
"2013-12-26",104.8,105.13,104.41,104.99,643000,104.19
"2013-12-27",105.22,105.8,105,105.1,669300,104.3
"2013-12-30",105.1,105.97,104.95,105.93,1006400,105.13
"2013-12-31",105.73,105.74,104.16,104.46,1321000,103.67
"2014-01-02",104.32,104.62,103.52,103.84,1432900,103.05
"2014-01-03",104.31,104.92,103.95,104.35,1344200,103.56
"2014-01-06",104.78,105.31,104.09,104.36,1579500,103.57
"2014-01-07",103.36,104.86,102.81,103.98,1683000,103.19
"2014-01-08",103.88,103.89,103.06,103.28,1854000,102.5
"2014-01-09",103.5,104.1,103.31,103.73,1451300,102.94
"2014-01-10",104.05,104.87,103.9,104.86,1682800,104.07
"2014-01-13",104.39,105.58,104.21,104.73,1875800,103.94
"2014-01-14",104.74,105.69,104.43,105.43,1971600,104.63
"2014-01-15",105.46,105.69,104.7,105.38,1462900,104.58
"2014-01-16",105.18,106.07,104.53,106.05,1294700,105.25
"2014-01-17",106.47,106.49,105.44,105.46,2745000,104.66
"2014-01-21",105.86,106.85,105.34,106.43,1973200,105.62
"2014-01-22",106.35,106.82,105.92,106.01,1632600,105.21
"2014-01-23",105.52,106.22,105.13,105.42,2283600,104.62
"2014-01-24",108.12,110.42,106.75,107.4,3349000,106.59
"2014-01-27",107.83,108.19,106.86,107.45,2011200,106.64
"2014-01-28",107.45,108.77,107.24,108.65,1876200,107.83
"2014-01-29",107.42,107.82,106.05,107.01,2743700,106.2
"2014-01-30",107.59,108.77,107.48,108.4,2297400,107.58
"2014-01-31",107.26,109.76,106.54,109.37,3158500,108.54
"2014-02-03",109,109.56,105.3,105.49,2673800,104.69
"2014-02-04",106.14,106.5,104.93,105.56,2491300,104.76
"2014-02-05",105.2,106.06,104.96,105.6,1763400,104.8
"2014-02-06",106.07,106.36,105.56,106.35,1717600,105.54
"2014-02-07",106.53,107.25,106.49,106.9,1547200,106.09
"2014-02-10",106.9,107.64,106.48,107.61,1819100,106.79
"2014-02-11",107.61,108.93,107.15,108.59,1705000,107.77
"2014-02-12",108.67,108.82,107.09,107.96,1779000,107.14
"2014-02-13",107.64,108.85,107.43,108.75,1442900,107.93
"2014-02-14",108.73,110.44,108.3,110.24,1483600,109.4
"2014-02-18",109.99,110.13,108.83,109.73,1552800,108.9
"2014-02-19",109.43,110,108.67,108.78,1634000,107.96
"2014-02-20",109.12,110.68,109,109.97,1776600,109.14
"2014-02-21",110.34,111.29,109.76,109.85,1646000,109.02
"2014-02-24",110.38,111.24,110.03,110.16,1834100,109.33
"2014-02-25",110.27,110.74,109.88,109.99,1328200,109.16
"2014-02-26",110.2,110.5,108.53,108.56,1731700,107.74
"2014-02-27",108.44,109.39,108.03,108.9,1791900,108.07
"2014-02-28",109,110.88,108.85,110.35,1960200,109.51
"2014-03-03",109.67,109.67,108.54,109.04,1411800,108.21
"2014-03-04",109.8,111.19,109.57,110.86,1753400,110.02
"2014-03-05",108.63,109.7,108.32,108.64,1481700,108.64
"2014-03-06",108.92,109.88,108.75,109.39,1697200,109.39
"2014-03-07",109.91,109.99,108.29,108.95,1732400,108.95
"2014-03-10",108.97,109.66,108.8,109.17,1167800,109.17
"2014-03-11",109.1,109.45,108.71,109.05,1279700,109.05
"2014-03-12",108.67,109.92,108.33,109.75,2160100,109.75
"2014-03-13",109.97,110.86,108.99,109.08,2016000,109.08
"2014-03-14",108.59,109.86,108.51,109.66,1613300,109.66
"2014-03-17",110.04,111.22,109.8,111.05,1442700,111.05
